SERIAL.NO.,STOCK NAME,SYMBOL,FIXED SYMBOL,PERCENT CHANGE,CMP,VOLUME,52W HIGH ,NEAR 52W HIGH ,52W HIGH DATE ,DATE DIFF,CHART ,200 DMA ,230 SMA(Nearly 200 EMA),SETUP 1,SETUP 2,SETUP 3, Work On Progress.... 1, Work On Progress.... 2
495,Trejhara Solutions Ltd,TREJHARA,NSE:TREJHARA,3.21,195,4,294.55,,2024-12-17,294,,222.20575,226.4293043,,,,,
208,Goldiam International Limited,GOLDIAM,NSE:GOLDIAM,0.3,379.6,12096,569,,2025-01-16,264,,387.78525,383.106087,HOT Demand Zone,Demand Zone,,,
537,Gravita India Limited,GRAVITA,NSE:GRAVITA,2.15,1557.1,373,2609.85,,2024-10-17,355,,1849.2225,1890.121087,,,,,
392,RACL Geartech Ltd,RACLGEAR,NSE:RACLGEAR,11.69,1251.6,49964,1290,Alert Signal,2025-10-01,6,,868.50075,869.3351415,,,,,
515,Raghav Productivity Enhancers Ltd,RPEL,NSE:RPEL,0.97,700.3,1025,889.5,,2024-11-12,329,,638.73275,653.8556522,HOT Demand Zone,,,,
570,Aurionpro Solutions Limited,AURIONPRO,NSE:AURIONPRO,1.08,1159.7,1008,1923.75,,2024-12-20,291,,1443.16175,1468.628478,,,Blast Setup,,
310,Steelcast Ltd,STEELCAS,NSE:STEELCAS,0.54,223.16,252,255.8,,2025-07-30,69,,197.95955,193.140913,,,Blast Setup,,
497,Pondy Oxides & Chemicals Ltd,POCL,NSE:POCL,0.17,1247.2,291,1360,Alert Signal,2025-09-22,15,,859.74125,865.8665217,,,,,
150,Sarda Energy & Minerals Limited,SARDAEN,NSE:SARDAEN,0.23,583.05,1723,639.75,Alert Signal,2025-09-16,21,,486.94825,482.2495652,,,Blast Setup,,
596,Neogen Chemicals Ltd,NEOGEN,NSE:NEOGEN,0.92,1506,24,2420,,2024-12-10,301,,1682.5995,1738.59,,,,,
439,L T Foods Ltd,LTFOODS,NSE:LTFOODS,0.77,397.2,31688,518.55,,2025-07-17,82,,414.05725,410.9421739,HOT Demand Zone,Demand Zone,,,
32,Cartrade Tech Ltd,CARTRADE,NSE:CARTRADE,0.24,2500,8580,2755,Alert Signal,2025-09-09,28,,1802.46425,1735.067609,,,,,
341,Syrma SGS Technology Ltd,SYRMA,NSE:SYRMA,0.19,819.4,34507,875,Alert Signal,2025-09-08,29,,587.91075,583.1380435,,,,,
659,Wockhardt Limited,WOCKPHARMA,NSE:WOCKPHARMA,0.63,1436.8,31954,1868.8,,2025-06-12,117,,1471.8295,1449.297391,HOT Demand Zone,Demand Zone,,,
205,Blue Jet Healthcare Ltd,BLUEJET,NSE:BLUEJET,0.1,682.05,657,1027.8,,2025-07-21,78,,762.17575,730.2684783,,,Blast Setup,,
322,Pearl Global Industries Limited,PGIL,NSE:PGIL,0,1237,7,1717,,2025-01-16,264,,1348.54125,1319.31,HOT Demand Zone,,,,
666,Garware Hi Tech Films Ltd,GRWRHITECH,NSE:GRWRHITECH,0.09,3000,2278,5378.1,,2024-12-20,291,,3772.24825,3880.672174,,,,,
632,Pokarna Limited,POKARNA,NSE:POKARNA,0.12,770.8,100,1451.65,,2025-02-04,245,,1044.4445,1051.317826,,,,Possible Double Bottom Retest!,
248,Prataap Snacks Ltd,DIAMONDYD,NSE:DIAMONDYD,-0.12,1015.7,709,1295.7,,2025-04-16,174,,1064.952,1062.133261,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
636,Windlas Biotech Ltd,WINDLAS,NSE:WINDLAS,0.42,918.4,1,1198.25,,2024-11-06,335,,954.3975,966.8697826,HOT Demand Zone,Demand Zone,,,
335,Hikal Limited,HIKAL,NSE:HIKAL,0,253.55,7723,464.75,,2024-12-02,309,,350.6085,357.0356522,,,,,
686,Caplin Point Laboratories Limited,CAPLIPOINT,NSE:CAPLIPOINT,-0.04,2020.5,1642,2641,,2024-12-27,284,,2094.595,2100.774565,HOT Demand Zone,Demand Zone,,,
555,Ritco Logistics Ltd,RITCO,NSE:RITCO,1.08,263,90,444,,2024-12-11,300,,298.10975,311.2136957,,,,,
631,Sharda Cropchem Limited,SHARDACROP,NSE:SHARDACROP,0.55,843.9,3176,1181,,2025-07-29,70,,738.31475,746.8876087,,,,,
620,Kiri Industries Limited,KIRIINDUS,NSE:KIRIINDUS,-0.97,591.85,17621,740,,2025-05-30,130,,588.84525,579.2406522,HOT Demand Zone,Demand Zone,,,
621,Kiri Industries Limited,KIRIINDUS,NSE:KIRIINDUS,-0.97,591.85,17621,740,,2025-05-30,130,,588.84525,579.2406522,HOT Demand Zone,Demand Zone,,,
687,Prudent Corporate Advisory Services Ltd,PRUDENT,NSE:PRUDENT,-0.02,2642.4,371,3735.2,,2024-11-04,337,,2548.02725,2604.635217,HOT Demand Zone,Demand Zone,,,
492,Shaily Engineering Plastics Ltd,SHAILY,NSE:SHAILY,4.45,2263.2,69857,2670,,2025-09-17,20,,1732.253,1662.920652,,,,,
514,Genesys International Corporation Limited,GENESYS,NSE:GENESYS,0.75,494.8,3850,1055,,2025-01-20,260,,705.6805,724.9228261,,,,,
376,Coastal Corporation Ltd,COASTCORP,NSE:COASTCORP,-1.23,35.79,25,56.59,,2024-11-11,330,,40.10935,41.255,,,Blast Setup,,
342,Pg Electroplast Limited,PGEL,NSE:PGEL,2.11,525,12891,1054.2,,2025-01-06,274,,777.98275,769.7084783,,,Blast Setup,,
670,Hpl Electric & Power Limited,NSE:HPL,NSE:HPL,1.1,461.45,11194,639.9,,2025-07-15,84,,491.927,497.1782609,,Demand Zone,,Possible Double Bottom Retest!,
512,360 ONE WAM Ltd,360ONE,NSE:360ONE,0.13,1063.8,106,1318,,2025-01-06,274,,1059.06,1063.566522,HOT Demand Zone,Demand Zone,Blast Setup,,
363,Jubilant Ingrevia Ltd,JUBLINGREA,NSE:JUBLINGREA,-0.02,654.3,1065,885,,2024-12-12,299,,715.46875,718.5356522,,,,,
26,Associated Alcohols & Breweries Ltd,ASALCBR,NSE:ASALCBR,2.66,980.55,21,1496,,2025-02-03,246,,1132.9695,1111.80413,,,,,
74,Tilaknagar Industries Limited,TI,NSE:TI,9.05,472.5,1744,529.9,,2025-08-19,49,,0.69625,0.6426521739,,,Blast Setup,,
473,Precot Meridian Limited,PRECOT,NSE:PRECOT,-2.4,380.1,1,690.5,,2024-12-05,306,,506.66425,513.6002174,,,Blast Setup,,
660,Dishman Carbogen Amcis Ltd,DCAL,NSE:DCAL,0.36,291.4,4832,321.95,Alert Signal,2025-09-23,14,,246.09685,243.5254348,,,Blast Setup,,
393,Vimta Labs Limited,VIMTALABS,NSE:VIMTALABS,0.06,754.3,4847,902.65,,2025-09-05,32,,540.66,521.9606087,,,Blast Setup,,
153,Gallantt Metal Limited,GALLANTT,NSE:GALLANTT,-0.37,663.25,351,802.25,,2025-08-05,63,,477.04525,458.71,,,,,🔥 Volume Breakout!
685,Laurus Labs Limited,LAURUSLABS,NSE:LAURUSLABS,0.02,865,2906,944,Alert Signal,2025-09-19,18,,685.96575,665.1619565,,,,,
64,Thangamayil Jewellery Limited,THANGAMAYL,NSE:THANGAMAYL,-1.04,2065,147,2567.5,,2024-10-09,363,,1935.0625,1941.326739,HOT Demand Zone,Demand Zone,,,
131,Dynamic Cables Ltd,DYCL,NSE:DYCL,0.02,406.05,236,547.5,,2024-12-17,294,,398.3066,403.780087,HOT Demand Zone,Demand Zone,Blast Setup,,
135,Dixon Technologies,DIXON,NSE:DIXON,-0.09,17030,725,19148.9,,2024-12-17,294,,15785.024,15795.69957,,,Blast Setup,,
339,Tribhovandas Bhimji Zaveri Limited,TBZ,NSE:TBZ,0.29,185.64,11277,310.95,,2024-10-16,356,,194.91635,202.1811304,,Demand Zone,,,
185,Neuland Laboratories Limited,NEULANDLAB,NSE:NEULANDLAB,-0.01,15162,53,18100,,2024-12-04,307,,13014.94375,13346.13587,,,,,
219,Techno Electric & Engineering Company Ltd,TECHNOE,NSE:TECHNOE,0.33,1362.3,1702,1822,,2024-10-15,357,,1304.057,1330.107391,HOT Demand Zone,Demand Zone,,,
557,Va Tech Wabag Limited,WABAG,NSE:WABAG,0.39,1404.9,1029,1944,,2024-12-09,302,,1481.29575,1517.352609,,Demand Zone,,,
520,Dynamatic Technologies Limited,DYNAMATECH,NSE:DYNAMATECH,0,6955.5,4,8937,,2024-12-12,299,,6898.8345,6987.08087,HOT Demand Zone,Demand Zone,,,
490,Hind Rectifiers Limited,HIRECT,NSE:HIRECT,0.67,1693.9,366,2108.5,,2025-08-20,48,,1283.90325,1281.811522,,,,Possible Double Bottom Retest!,
658,Avalon Technologies Ltd,AVALON,NSE:AVALON,0.19,1174.4,225567,1156.4,,2025-10-06,1,,836.808,832.6867391,,,Blast Setup,,🔥 Volume Breakout!
290,Affle India Ltd,AFFLE,NSE:AFFLE,0.34,1945.3,8134,2185.9,,2025-09-22,15,,1750.27875,1736.668913,,,Blast Setup,Possible Double Bottom Retest!,
586,Himadri Speciality Chemical Limited,HSCL,NSE:HSCL,0.38,458.6,42108,676.2,,2024-10-17,355,,475.489,483.9904348,HOT Demand Zone,Demand Zone,Blast Setup,,
117,Gufic Biosciences Limited,GUFICBIO,NSE:GUFICBIO,0.37,353,899,504.25,,2024-11-08,333,,379.58225,387.1384783,,,,Possible Double Bottom Retest!,
209,Gujarat State Petronet Limited,GSPL,NSE:GSPL,0.61,321.9,6220,429.35,,2024-10-07,365,,321.09875,326.916087,HOT Demand Zone,Demand Zone,,,
544,Bajel Projects Ltd,BAJEL,NSE:BAJEL,0.13,206.24,5039,307.8,,2024-12-16,295,,211.3372,216.4260435,HOT Demand Zone,Demand Zone,,,
4,Epigral Ltd,EPIGRAL,NSE:EPIGRAL,-0.27,1729.4,727,2361.9,,2024-10-15,357,,1815.90275,1848.081522,HOT Demand Zone,Demand Zone,,,
654,Themis Medicare Limited,THEMISMED,NSE:THEMISMED,0.48,131.71,0,317,,2024-11-18,323,,157.67075,174.0169565,,,,,
48,Td Power Systems Limited,TDPOWERSYS,NSE:TDPOWERSYS,-0.17,640,72391,659.75,Alert Signal,2025-10-03,4,,455.07225,452.1045652,,,,,
196,Medplus Health Services Ltd,MEDPLUS,NSE:MEDPLUS,0.26,758.95,1060,1045.3,,2025-05-28,132,,820.4595,811.5784783,HOT Demand Zone,,Blast Setup,,
171,Sansera Engineering Ltd,SANSERA,NSE:SANSERA,0,1436.4,137,1706.55,,2024-12-04,307,,1292.52925,1325.886957,,,Blast Setup,,
70,Swaraj Engines Limited,SWARAJENG,NSE:SWARAJENG,0.66,4145,270,4720,,2025-07-16,83,,3748,3660.053696,,,,,
158,Jubilant Pharmova Ltd,JUBLPHARMA,NSE:JUBLPHARMA,0.29,1100.6,49,1309.9,,2024-11-07,334,,1035.39875,1054.433261,HOT Demand Zone,Demand Zone,,,
551,Prime Securities Limited,PRIMESECU,NSE:PRIMESECU,0.16,286.85,49,359,,2024-11-11,330,,255.9313,261.678087,,,Blast Setup,,
568,Nava Ltd,NAVA,NSE:NAVA,0.05,644.25,21225,735,,2025-01-20,260,,529.9898,525.435087,,,,,
469,Kernex Microsystems (india) Limited,KERNEX,NSE:KERNEX,-0.26,1117.1,1291,1580,,2024-12-17,294,,1065.103,1053.241522,HOT Demand Zone,Demand Zone,,,
479,Zodiac Energy Ltd,ZODIAC,NSE:ZODIAC,-0.22,388,50,634.75,,2024-10-10,362,,437.58925,450.2467391,,,,Possible Double Bottom Retest!,
193,Ifb Agro Industries Limited,IFBAGRO,NSE:IFBAGRO,0.23,890,1175,929,Alert Signal,2025-07-31,68,,636.02525,627.3458696,,,Blast Setup,,
546,Supriya Lifescience Ltd,SUPRIYA,NSE:SUPRIYA,0.63,729.8,119,842,,2025-04-03,187,,691.035,694.5080435,HOT Demand Zone,Demand Zone,,,
690,Anant Raj Limited,ANANTRAJ,NSE:ANANTRAJ,-0.59,701.4,36956,947.9,,2025-01-08,272,,585.25575,601.5717391,,,,,
653,Sasken Communication Technologies Limited,SASKEN,NSE:SASKEN,0.43,1385.4,1007,2399.8,,2024-12-10,301,,1601.5795,1657.061957,,,,,
573,Pnb Housing Finance Limited,PNBHOUSING,NSE:PNBHOUSING,-0.23,888.85,95793,1141.9,,2025-06-09,120,,924.35075,924.0402174,HOT Demand Zone,Demand Zone,Blast Setup,,
464,Zaggle Prepaid Ocean Services Ltd,ZAGGLE,NSE:ZAGGLE,-0.18,354.9,2907,591.9,,2024-12-11,300,,406.80925,415.1695652,,,Blast Setup,,
190,Jindal Stainless Limited,JSL,NSE:JSL,0.5,760.55,65104,818.95,Alert Signal,2025-08-28,40,,667.8755,672.4256522,,,,,
642,Marksans Pharma Limited,MARKSANS,NSE:MARKSANS,0.08,164.14,1710,358.7,,2024-12-02,309,,230.1006,241.3511739,,,,Possible Double Bottom Retest!,
501,Gujarat Apollo Industries Limited,GUJAPOLLO,NSE:GUJAPOLLO,1.44,473.2,5,556,,2025-08-26,42,,380.13475,372.0476087,,,,Possible Double Bottom Retest!,
603,Quick Heal Technologies Limited,QUICKHEAL,NSE:QUICKHEAL,1.06,313.9,161,825,,2024-10-11,361,,368.5285,400.4143478,,,Blast Setup,,
300,Asahi India Glass Limited,ASAHIINDIA,NSE:ASAHIINDIA,0.77,877.65,270,933,Alert Signal,2025-09-25,12,,744.051,738.3367391,,,,,
9,Arvind Fashions Ltd,ARVINDFASN,NSE:ARVINDFASN,-0.58,531.95,67,639.7,,2024-10-16,356,,472.0515,483.4804348,,,,,
673,Summit Securities Limited,SUMMITSEC,NSE:SUMMITSEC,-0.49,2237.9,48,3675,,2024-12-11,300,,2119.332,2255.021304,HOT Demand Zone,Demand Zone,,,
565,Skipper Limited,SKIPPER,NSE:SKIPPER,0.12,521.1,15236,665,,2024-12-12,299,,484.87725,495.5376087,HOT Demand Zone,Demand Zone,,,
82,Shivalik Bimetal Controls Ltd,SBCL,NSE:SBCL,0,514.1,6871,729.8,,2024-10-11,361,,504.579,516.4808696,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
53,Bharti Hexacom Ltd,BHARTIHEXA,NSE:BHARTIHEXA,1.84,1682.5,1500,2052.9,,2025-07-01,98,,1610.42525,1582.134783,HOT Demand Zone,Demand Zone,Blast Setup,,
225,Ceat Limited,CEATLTD,NSE:CEATLTD,0.16,3476.5,935,4044,,2025-05-21,139,,3239.2845,3199.707391,,Demand Zone,,,
324,Igarashi Motors India Limited,IGARASHI,NSE:IGARASHI,1,512.35,200,848.95,,2024-12-03,308,,548.05675,575.4195652,,Demand Zone,,,
93,Astrazeneca Pharma India Limited,ASTRAZEN,NSE:ASTRAZEN,-0.31,9370,393,10691,,2025-06-13,116,,8243.415,8063.398261,,,Blast Setup,,
344,Hitachi Energy India Ltd,POWERINDIA,NSE:POWERINDIA,0.16,18248,142,21800,,2025-08-12,56,,15977.2665,15544.13739,,,,,
406,Motilal Oswal Financial Services Limited,MOTILALOFS,NSE:MOTILALOFS,-0.65,936.4,763,1064,,2024-10-18,354,,798.8985,817.6497826,,,Blast Setup,,
608,Azad Engineering Ltd,AZAD,NSE:AZAD,-0.34,1710,702,1929.8,,2025-01-03,277,,1567.91325,1579.927174,,,,,
552,Maharashtra Seamless Limited,MAHSEAMLES,NSE:MAHSEAMLES,0,599.75,7912,814.3,,2024-12-11,300,,672.8845,672.0180435,,,,,
1,Vardhman Textiles Limited,VTL,NSE:VTL,0.53,405.6,211,563.95,,2024-12-16,295,,455.48025,459.24,,,,Possible Double Bottom Retest!,
78,Eldeco Housing & Industries Ltd,ELDEHSG,NSE:ELDEHSG,0.1,780,0,998.9,,2024-12-17,294,,787.26125,793.3656522,HOT Demand Zone,Demand Zone,,,
265,Sudarshan Chemical Industries Limited,SUDARSCHEM,NSE:SUDARSCHEM,1,1343.5,416,1603,,2025-09-24,13,,1169.26575,1150.648261,,,Blast Setup,,
141,Poly Medicure Limited,POLYMED,NSE:POLYMED,-0.35,1892.6,6251,3357.8,,2024-11-04,337,,2256.7925,2325.212391,,,,,
508,Amber Enterprises India Ltd,AMBER,NSE:AMBER,0.68,8157,431,8497,Alert Signal,2025-09-25,12,,6942.21675,6830.62913,,,,,
470,Sejal Glass Ltd,SEJALLTD,NSE:SEJALLTD,-1.47,730.45,65,826.15,,2025-09-19,18,,495.759,507.2917391,,,,,
646,Sundaram Clayton Ltd,SUNCLAY,NSE:SUNCLAY,-0.68,1663.2,0,2934,,2025-01-09,271,,2134.7425,2166.060652,,,,,
450,Zinka Logistics Solutions Ltd,BLACKBUCK,NSE:BLACKBUCK,0.39,603.25,31749,669.9,Alert Signal,2025-08-26,42,,467.5615,456.9303241,,,,,
689,Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,NSE:JAGSNPHARM,-0.72,218.87,205,328.04,,2024-11-29,312,,234.71265,236.7552609,,,,,
619,Nelco Limited,NELCO,NSE:NELCO,-0.22,899,201,1502.75,,2024-12-16,295,,946.6635,960.616087,HOT Demand Zone,Demand Zone,,,
606,Kaynes Technology India Ltd,KAYNES,NSE:KAYNES,0.52,7525,2272,7822,Alert Signal,2025-01-01,279,,5833.6075,5843.930435,,,Blast Setup,,
419,Time Technoplast Limited,TIMETECHNO,NSE:TIMETECHNO,-0.27,219.91,396,256.77,,2024-12-13,298,,209.9913,210.4841304,HOT Demand Zone,Demand Zone,,,
462,KPI Green Energy Ltd,KPIGREEN,NSE:KPIGREEN,-0.32,439.8,828,588.8,,2025-01-03,277,,461.6092,469.8825217,HOT Demand Zone,Demand Zone,,,
377,Schneider Electric Infrastructure Limited,SCHNEIDER,NSE:SCHNEIDER,0.86,849,84,1052,,2025-08-05,63,,752.47925,757.2680435,,,,,
542,KPI Green Energy Ltd,KPRMILL,NSE:KPRMILL,0.04,1065.5,1635,1389,,2025-05-09,151,,1033.378,1022.390217,HOT Demand Zone,Demand Zone,,,
543,K.p.r. Mill Limited,KPRMILL,NSE:KPRMILL,0.04,1065.5,1635,1389,,2025-05-09,151,,1033.378,1022.390217,HOT Demand Zone,Demand Zone,,,
197,Arvind Smartspaces Limited,ARVSMART,NSE:ARVSMART,-2.16,630,19727,1025,,2024-11-28,313,,695.679,728.1080435,,,,,
189,Gujarat Fluorochemicals Ltd,FLUOROCHEM,NSE:FLUOROCHEM,-0.08,3649.7,53,4880.95,,2024-10-17,355,,3732.24775,3784.993043,HOT Demand Zone,Demand Zone,,,
610,eMudhra Ltd,EMUDHRA,NSE:EMUDHRA,0.23,669,3075,1024,,2024-12-17,294,,788.91125,802.418913,,,,,
396,Avanti Feeds Limited,AVANTIFEED,NSE:AVANTIFEED,0,650.95,26261,964.2,,2025-03-24,197,,739.14175,720.1328261,,,Blast Setup,,
291,Privi Speciality Chemicals Ltd,PRIVISCL,NSE:PRIVISCL,0.95,2440,2645,2660,Alert Signal,2025-08-01,67,,2065.2755,2036.207391,,,Blast Setup,,
123,Apollo Tyres Limited,APOLLOTYRE,NSE:APOLLOTYRE,-0.02,475.1,13201,557,,2024-12-09,302,,457.33325,463.5541304,HOT Demand Zone,Demand Zone,,,
484,Websol Energy System Limited,WEBELSOLAR,NSE:WEBELSOLAR,-0.25,1175.1,1085,1865,,2024-12-26,285,,1335.88775,1341.692391,,,,,
485,Websol Energy System Limited,WEBELSOLAR,NSE:WEBELSOLAR,-0.25,1175.1,1085,1865,,2024-12-26,285,,1335.88775,1341.692391,,,,,
496,Axiscades Engineering Technologies Limited,AXISCADES,NSE:AXISCADES,-1.73,1687,5026,1779.2,Alert Signal,2025-09-23,14,,1048.16225,975.9967391,,,,,
443,Kitex Garments Limited,KITEX,NSE:KITEX,1.15,186,34722,324.42,,2025-01-17,263,,229.02795,228.9852609,,,,,
203,Senco Gold Ltd,SENCO,NSE:SENCO,0.45,349.75,31281,772,,2025-01-31,249,,381.77825,406.524913,,,,,
487,Indo Tech Transformers Limited,INDOTECH,NSE:INDOTECH,-0.71,1874.1,179,3771.95,,2025-01-09,271,,2224.2225,2282.736522,,,Blast Setup,,🔥 Volume Breakout!
65,Laxmi Goldorna House Ltd,NSE:LGHL,NSE:LGHL,-1.24,921.5,110,959,Alert Signal,2025-09-24,13,,641.495,603.4015217,,,,,
502,Orient Technologies Ltd,ORIENTTECH,NSE:ORIENTTECH,0.94,510.15,979003,674.85,,2025-01-20,260,,374.095,377.2004348,,,Blast Setup,,🔥 Volume Breakout!
437,Simplex Infrastructures Limited,SIMPLEXINF,NSE:SIMPLEXINF,0.75,280.6,191,352,,2024-12-17,294,,290.02575,288.6729565,HOT Demand Zone,Demand Zone,,,
10,Til Limited,NSE:TIL,NSE:TIL,1.52,325.8,1732,409,,2025-07-04,95,,287.8049,290.1701304,,,,,
220,The Hi-tech Gears Limited,HITECHGEAR,NSE:HITECHGEAR,0.02,751.1,0,912.8,,2024-11-08,333,,684.63275,703.1467391,HOT Demand Zone,,,,
482,Ashapura Minechem Limited,ASHAPURMIN,NSE:ASHAPURMIN,-0.59,643.5,2742,711.8,Alert Signal,2025-10-03,4,,451.18525,432.1511739,,,,,
486,Shakti Pumps (india) Limited,SHAKTIPUMP,NSE:SHAKTIPUMP,0.06,817,11105,1387,,2025-01-09,271,,927.56675,909.8002174,,,,Possible Double Bottom Retest!,
12,Refex Industries Limited,REFEX,NSE:REFEX,0.17,362.45,985,572,,2024-12-03,308,,425.0025,435.8784783,,,,Possible Double Bottom Retest!,
498,Transformers & Rectifiers India Ltd,TARIL,NSE:TARIL,0.19,496.6,22063,648.9,,2025-01-21,259,,541.3195,534.1093913,,,,Possible Double Bottom Retest!,
499,Epack Durable Ltd,EPACK,NSE:EPACK,-0.25,345,284,669.95,,2025-01-08,272,,394.85625,399.9882609,,,,,
601,The Anup Engineering Ltd,ANUP,NSE:ANUP,-1.25,2488.7,248,3859.4,,2024-12-12,299,,2852.111,2938.428261,,,Blast Setup,,
412,Arvind Limited,ARVIND,NSE:ARVIND,0.39,295.2,879,450,,2024-12-17,294,,347.081,350.5680435,,,,Possible Double Bottom Retest!,
270,Elecon Engineering Company Limited,ELECON,NSE:ELECON,-0.66,608.4,59266,739.1,,2024-10-17,355,,567.98975,570.9376087,HOT Demand Zone,Demand Zone,Blast Setup,,
246,PDS Ltd,PDSL,NSE:PDSL,-0.02,310.85,1072,659,,2024-12-17,294,,422.6795,438.168913,,,,,
42,Ccl Products (india) Limited,NSE:CCL,NSE:CCL,0.8,849,4628,962,,2025-09-03,34,,749.91825,748.7041304,,,,,
594,RPSG Ventures Ltd,RPSGVENT,NSE:RPSGVENT,0,844.8,66,1290,,2024-12-11,300,,904.8685,929.9432609,,,,,
283,AGI Greenpac Ltd,NSE:AGI,NSE:AGI,0.67,872.1,195,1307.9,,2024-12-20,291,,859.705,877.9736957,HOT Demand Zone,Demand Zone,,,
618,Jyoti CNC Automation Ltd,JYOTICNC,NSE:JYOTICNC,0.32,932.55,4672,1504.3,,2024-12-18,293,,1075.84375,1092.048696,,,,,
433,Taj Gvk Hotels & Resorts Limited,TAJGVK,NSE:TAJGVK,0.21,431,1707,528.1,,2025-03-19,202,,422.37225,411.1206522,HOT Demand Zone,Demand Zone,,,
446,Indo US Bio-Tech Ltd,INDOUS,NSE:INDOUS,-0.33,130.3,0,388.4,,2024-12-10,301,,183.3858,195.072,,,,,
198,Whirlpool Of India Limited,WHIRLPOOL,NSE:WHIRLPOOL,0.68,1192.6,264,2449.7,,2024-10-22,350,,1305.424,1382.199783,,,Blast Setup,,
16,Kirloskar Brothers Limited,KIRLOSBROS,NSE:KIRLOSBROS,0.19,2007.3,1380,2475,,2025-06-27,102,,1901.5715,1937.037609,HOT Demand Zone,Demand Zone,Blast Setup,,
126,Triveni Engineering & Industries Limited,TRIVENI,NSE:TRIVENI,0.37,352.45,10139,536,,2024-12-30,281,,388.01975,390.4745652,,,Blast Setup,,
3,Rpg Life Sciences Limited,RPGLIFE,NSE:RPGLIFE,0.2,2256.4,128,2974.95,,2024-10-15,357,,2276.79225,2275.508478,HOT Demand Zone,Demand Zone,,,
359,HDFC Asset Management Company Ltd,HDFCAMC,NSE:HDFCAMC,-0.42,5637.5,2506,5927.5,Alert Signal,2025-08-25,43,,4697.11675,4651.090652,,,Blast Setup,Possible Double Bottom Retest!,
676,Solara Active Pharma Sciences Ltd,SOLARA,NSE:SOLARA,-0.67,610.2,3,882.8,,2024-12-02,309,,579.868,607.1171739,HOT Demand Zone,Demand Zone,,,
89,Shriram Pistons & Rings Limited,SHRIPISTON,NSE:SHRIPISTON,0.06,2735.1,50,2768.8,Alert Signal,2025-10-03,4,,2222.98675,2205.66,,,Blast Setup,,
96,Aditya Birla Real Estate Ltd,ABREL,NSE:ABREL,2.77,1574.6,1460,3140,,2024-10-21,351,,2055.203,2143.693696,,,,,
139,Rudrabhishek Enterprises Ltd,REPL,NSE:REPL,1.7,143.65,99,348,,2025-01-03,277,,9.16475,9.60426087,,,,,
125,Akzo Nobel India Limited,AKZOINDIA,NSE:AKZOINDIA,0.47,3329.1,53,4674,,2024-10-09,363,,3470.947,3511.600435,HOT Demand Zone,Demand Zone,,,
440,Bikaji Foods International Ltd,BIKAJI,NSE:BIKAJI,-0.22,728.25,6895,929,,2024-10-17,355,,723.285,735.6808696,HOT Demand Zone,Demand Zone,Blast Setup,,
407,Manorama Industries Ltd,MANORAMA,NSE:MANORAMA,-0.74,1475,262,1760,,2025-07-28,71,,1253.79525,1234.235,,,,,
662,Indraprastha Medical Corporation Limited,INDRAMEDCO,NSE:INDRAMEDCO,0.39,479.95,1969,572,,2025-01-08,272,,441.75225,442.9834783,,,Blast Setup,,🔥 Volume Breakout!
612,Deep Industries Ltd,DEEPINDS,NSE:DEEPINDS,0.15,500.8,205,624.4,,2025-01-08,272,,493.98125,497.401087,HOT Demand Zone,Demand Zone,,,
254,S J S Enterprises Ltd,SJS,NSE:SJS,0.67,1552.8,7640,1558.9,,2025-09-23,14,,1121.3585,1132.892391,,,Blast Setup,Double Bottom Found!,
613,Granules India Limited,GRANULES,NSE:GRANULES,-0.71,550,1527,628,,2024-12-03,308,,512.22675,519.2184783,HOT Demand Zone,Demand Zone,,,
680,Shilpa Medicare Limited,SHILPAMED,NSE:SHILPAMED,0,377,1737,500,,2025-06-16,113,,391.43595,396.8098696,HOT Demand Zone,Demand Zone,,,
353,Gulf Oil Lubricants India Limited,GULFOILLUB,NSE:GULFOILLUB,-0.08,1232,162,1362,Alert Signal,2024-10-16,356,,1185.8785,1179.252174,HOT Demand Zone,Demand Zone,Blast Setup,,
529,Innova Captab Ltd,INNOVACAP,NSE:INNOVACAP,0.57,837,383,1260,,2025-01-08,272,,903.32175,913.3721739,,,,,
118,Black Box Ltd,NSE:BBOX,NSE:BBOX,2.77,609.4,185650,714.8,,2024-12-09,302,,490.56675,503.6019565,,,Blast Setup,,🔥 Volume Breakout!
293,PCBL Ltd,PCBL,NSE:PCBL,0.46,378.7,30339,553.95,,2024-10-07,365,,398.20825,402.2795652,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
325,D.P. Abhushan Ltd,DPABHUSHAN,NSE:DPABHUSHAN,-0.03,1440,12,1927,,2024-10-22,350,,1520.41675,1533.741304,HOT Demand Zone,Demand Zone,,,
101,PB Fintech Ltd,POLICYBZR,NSE:POLICYBZR,-1.07,1748.5,122409,2246.9,,2025-01-03,277,,1753.849,1764.481087,HOT Demand Zone,Demand Zone,Blast Setup,,
609,Nippon Life India Asset Management Ltd,NAM-INDIA,NSE:NAM-INDIA,0.39,877.75,40328,903.7,Alert Signal,2025-10-06,1,,709.369,709.3721739,,,,,🔥 Volume Breakout!
453,Optiemus Infracom Ltd,OPTIEMUS,NSE:OPTIEMUS,0.33,668,8945,812.4,,2024-12-12,299,,588.30675,600.485,,,,,
